term,estimate,std.error,statistic,p.value,dependent,Dependent_Variable,Window,Horizon,Retail_Flag
Item_2.06,-2.882194299372882e-05,0.00010167224905534408,-0.2834789557772046,0.7768097114758843,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_3.01,0.0002609485281430384,4.524887059438942e-05,5.766962240498316,8.0713242660478e-09,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_3.02,0.0005343740623582917,2.6033906237087813e-05,20.52608077680729,1.2595929402653716e-93,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_3.03,8.362886483031264e-05,3.948032909249776e-05,2.118241330622652,0.0341546357310028,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_4.01,9.072045016698408e-05,4.254665312252028e-05,2.1322582038530555,0.0329856271808879,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_4.02,0.0004897566839404772,9.096295851508664e-05,5.384133189327266,7.27946684231109e-08,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_5.01,0.0007972948779851734,9.534254341477204e-05,8.362425098276152,6.144237159587885e-17,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_5.02,0.00010208982329950266,8.566843251063866e-06,11.916854354353308,9.669313648998105e-33,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_5.03,0.0001513330414718073,2.0464080620384703e-05,7.39505694289834,1.4134822428271991e-13,log_vol_33per,Total Volume,24 hours,Post,Retail
Item_5.04,7.37372089946727e-05,0.00017270386022158357,0.4269575034400848,0.6694102813423807,log_vol_33per,Total Volume,24 hours,Post,Retail
